,lid,t_user_id,time,latitude,longitude,altitude,transportation_mode
5373830,14316,170,2008-04-28 11:27:42-03,39.975429999999996,116.333947,103.0,walk
5373831,14316,170,2008-04-28 11:27:44-03,39.975438,116.333951,103.0,walk
5373832,14316,170,2008-04-28 11:27:46-03,39.975446999999996,116.333955,103.0,walk
5373833,14316,170,2008-04-28 11:27:48-03,39.975455,116.33396200000001,103.0,walk
5373834,14316,170,2008-04-28 11:27:50-03,39.975464,116.333969,102.0,walk
5373835,14316,170,2008-04-28 11:27:52-03,39.975473,116.333974,102.0,walk
5373836,14316,170,2008-04-28 11:27:54-03,39.975486,116.33398100000001,102.0,walk
5373837,14316,170,2008-04-28 11:27:56-03,39.975499,116.33398899999999,102.0,walk
5373838,14316,170,2008-04-28 11:27:58-03,39.975513,116.333995,102.0,walk
5373839,14317,170,2008-04-28 11:28:00-03,39.975609000000006,116.33400400000001,103.0,subway
5373840,14317,170,2008-04-28 11:28:02-03,39.975724,116.334025,106.0,subway
5373841,14317,170,2008-04-28 11:28:04-03,39.97585,116.33406599999999,105.0,subway
5373842,14317,170,2008-04-28 11:28:06-03,39.976138,116.334076,111.0,subway
5373843,14317,170,2008-04-28 11:28:07-03,39.976288000000004,116.33408999999999,110.0,subway
5373844,14317,170,2008-04-28 11:28:08-03,39.976521999999996,116.334134,108.0,subway
5373845,14317,170,2008-04-28 11:28:10-03,39.976881,116.334225,109.0,subway
5373846,14317,170,2008-04-28 11:28:11-03,39.976985,116.33424699999999,109.0,subway
5373847,14317,170,2008-04-28 11:28:12-03,39.977103,116.334258,109.0,subway
5373848,14317,170,2008-04-28 11:28:15-03,39.978243,116.33381399999999,124.0,subway
5373849,14317,170,2008-04-28 11:28:16-03,39.978446999999996,116.333802,128.0,subway
5373850,14317,170,2008-04-28 11:28:17-03,39.978623,116.333793,128.0,subway
5373851,14317,170,2008-04-28 11:28:18-03,39.978815999999995,116.333773,131.0,subway
5373852,14317,170,2008-04-28 11:28:19-03,39.979003999999996,116.333753,135.0,subway
5373853,14317,170,2008-04-28 11:28:20-03,39.979175,116.33372,140.0,subway
5373854,14317,170,2008-04-28 11:28:21-03,39.979343,116.333669,144.0,subway
5373855,14317,170,2008-04-28 11:28:22-03,39.979514,116.333597,146.0,subway
5373856,14317,170,2008-04-28 11:28:23-03,39.979684000000006,116.333501,150.0,subway
5373857,14317,170,2008-04-28 11:28:24-03,39.979849,116.33345,152.0,subway
5373858,14317,170,2008-04-28 11:28:25-03,39.980016,116.333403,153.0,subway
5373859,14317,170,2008-04-28 11:28:26-03,39.980176,116.333343,155.0,subway
5373860,14317,170,2008-04-28 11:28:27-03,39.980342,116.333297,157.0,subway
5373861,14317,170,2008-04-28 11:28:28-03,39.980506,116.333247,158.0,subway
5373862,14317,170,2008-04-28 11:28:29-03,39.980665,116.333198,160.0,subway
5373863,14317,170,2008-04-28 11:28:30-03,39.98082,116.333145,161.0,subway
5373864,14317,170,2008-04-28 11:28:31-03,39.980981,116.33308899999999,161.0,subway
5373865,14317,170,2008-04-28 11:28:32-03,39.98115,116.333044,162.0,subway
5373866,14317,170,2008-04-28 11:28:33-03,39.981316,116.33300200000001,163.0,subway
5373867,14317,170,2008-04-28 11:28:34-03,39.981487,116.33295700000001,164.0,subway
5373868,14317,170,2008-04-28 11:28:35-03,39.981654,116.33292,165.0,subway
5373869,14317,170,2008-04-28 11:28:36-03,39.981818,116.33288600000002,166.0,subway
5373870,14317,170,2008-04-28 11:28:37-03,39.981983,116.332852,167.0,subway
5373871,14317,170,2008-04-28 11:28:38-03,39.982152,116.33281399999998,167.0,subway
5373872,14317,170,2008-04-28 11:28:39-03,39.982326,116.33277199999999,168.0,subway
5373873,14317,170,2008-04-28 11:28:40-03,39.982492,116.33273899999999,168.0,subway
5373874,14317,170,2008-04-28 11:28:41-03,39.982663,116.33270300000001,167.0,subway
5373875,14317,170,2008-04-28 11:28:42-03,39.982832,116.33267,167.0,subway
5373876,14317,170,2008-04-28 11:28:43-03,39.982996,116.33263500000001,167.0,subway
5373877,14317,170,2008-04-28 11:28:44-03,39.983165,116.332595,167.0,subway
5373878,14317,170,2008-04-28 11:28:45-03,39.983336,116.332552,167.0,subway
5373879,14317,170,2008-04-28 11:28:46-03,39.983508,116.332508,167.0,subway
5373880,14317,170,2008-04-28 11:28:47-03,39.983672,116.33246100000001,168.0,subway
5373881,14317,170,2008-04-28 11:28:48-03,39.983836,116.332422,168.0,subway
5373882,14317,170,2008-04-28 11:28:49-03,39.984003,116.332384,167.0,subway
5373883,14317,170,2008-04-28 11:28:50-03,39.984168,116.33234499999999,168.0,subway
5373884,14317,170,2008-04-28 11:28:51-03,39.984334000000004,116.332307,168.0,subway
5373885,14317,170,2008-04-28 11:28:52-03,39.984499,116.332264,168.0,subway
5373886,14317,170,2008-04-28 11:28:53-03,39.984657,116.332227,169.0,subway
5373887,14317,170,2008-04-28 11:28:54-03,39.984812,116.332194,169.0,subway
5373888,14317,170,2008-04-28 11:28:55-03,39.984976,116.332171,170.0,subway
5373889,14317,170,2008-04-28 11:28:56-03,39.985141999999996,116.33214,171.0,subway
5373890,14317,170,2008-04-28 11:28:57-03,39.985299,116.33211499999999,171.0,subway
5373891,14317,170,2008-04-28 11:28:58-03,39.985465999999995,116.33208300000001,172.0,subway
5373892,14317,170,2008-04-28 11:28:59-03,39.985640999999994,116.332053,174.0,subway
5373893,14317,170,2008-04-28 11:29:00-03,39.985808,116.332029,175.0,subway
5373894,14317,170,2008-04-28 11:29:01-03,39.985974,116.33200000000001,177.0,subway
5373895,14317,170,2008-04-28 11:29:02-03,39.986148,116.33196699999999,176.0,subway
5373896,14317,170,2008-04-28 11:29:03-03,39.986318,116.33193999999999,175.0,subway
5373897,14317,170,2008-04-28 11:29:04-03,39.986488,116.33191699999999,174.0,subway
5373898,14317,170,2008-04-28 11:29:05-03,39.986661,116.3319,173.0,subway
5373899,14317,170,2008-04-28 11:29:06-03,39.986832,116.331874,173.0,subway
5373900,14317,170,2008-04-28 11:29:07-03,39.987003,116.33185700000001,172.0,subway
5373901,14317,170,2008-04-28 11:29:08-03,39.987179,116.33183999999999,172.0,subway
5373902,14317,170,2008-04-28 11:29:09-03,39.987347,116.33183500000001,171.0,subway
5373903,14317,170,2008-04-28 11:29:10-03,39.987514000000004,116.33183400000001,170.0,subway
5373904,14317,170,2008-04-28 11:29:11-03,39.987675,116.33183000000001,170.0,subway
5373905,14317,170,2008-04-28 11:29:12-03,39.987835,116.331825,170.0,subway
