,lid,t_user_id,time,latitude,longitude,altitude,transportation_mode
4769859,10112,154,2007-04-30 11:51:08-03,39.1481166666667,117.204316666667,6.56167979002625,taxi
4769860,10112,154,2007-04-30 11:51:21-03,39.1475333333333,117.20458333333299,6.56167979002625,taxi
4769861,10112,154,2007-04-30 11:51:33-03,39.1472666666667,117.204766666667,9.842519685039369,taxi
4769862,10112,154,2007-04-30 11:51:50-03,39.146716666666705,117.20525,3.2808398950131203,taxi
4769863,10112,154,2007-04-30 11:52:03-03,39.14605,117.20583333333299,3.2808398950131203,taxi
4769864,10112,154,2007-04-30 11:52:56-03,39.14325,117.20835,9.842519685039369,taxi
4769865,10112,154,2007-04-30 11:54:26-03,39.14295,117.2088,6.56167979002625,taxi
4769866,10112,154,2007-04-30 11:54:54-03,39.1430333333333,117.21228333333299,13.1233595800525,taxi
4769867,10112,154,2007-04-30 11:55:04-03,39.1435,117.213866666667,16.4041994750656,taxi
4769868,10112,154,2007-04-30 11:55:17-03,39.1440666666667,117.21491666666701,22.965879265091896,taxi
4769869,10112,154,2007-04-30 11:56:28-03,39.144816666666706,117.21613333333299,22.965879265091896,taxi
4769870,10112,154,2007-04-30 11:56:43-03,39.144816666666706,117.216333333333,29.527559055118104,taxi
4769871,10112,154,2007-04-30 11:56:57-03,39.1446666666667,117.216516666667,45.93175853018371,taxi
4769872,10112,154,2007-04-30 11:57:13-03,39.1444833333333,117.216716666667,52.49343832021,taxi
4769873,10112,154,2007-04-30 11:57:25-03,39.14435,117.2168,52.49343832021,taxi
4769874,10112,154,2007-04-30 11:57:36-03,39.1442333333333,117.2169,49.2125984251968,taxi
4769875,10112,154,2007-04-30 11:57:52-03,39.1442166666667,117.2171,32.8083989501312,taxi
4769876,10112,154,2007-04-30 11:58:07-03,39.14405,117.21751666666701,32.8083989501312,taxi
4769877,10112,154,2007-04-30 11:58:07-03,39.14395,117.217583333333,32.8083989501312,taxi
4769878,10113,154,2007-05-01 10:10:13-03,39.1447,117.21568333333299,6.56167979002625,bus
4769879,10113,154,2007-05-01 10:10:37-03,39.1435666666667,117.213916666667,6.56167979002625,bus
4769880,10113,154,2007-05-01 10:10:48-03,39.14311666666671,117.212583333333,13.1233595800525,bus
4769881,10113,154,2007-05-01 10:11:17-03,39.1430333333333,117.21143333333299,0.0,bus
4769882,10113,154,2007-05-01 10:11:48-03,39.14295,117.20895,9.842519685039369,bus
4769883,10113,154,2007-05-01 10:11:55-03,39.1431833333333,117.2085,9.842519685039369,bus
4769884,10113,154,2007-05-01 10:12:25-03,39.145683333333295,117.206216666667,0.0,bus
4769885,10113,154,2007-05-01 10:12:34-03,39.1464,117.2056,3.2808398950131203,bus
4769886,10113,154,2007-05-01 10:12:48-03,39.147116666666705,117.204816666667,19.685039370078698,bus
4769887,10113,154,2007-05-01 10:14:24-03,39.1472,117.20461666666701,26.246719160105,bus
4769888,10113,154,2007-05-01 10:14:39-03,39.147433333333296,117.2043,26.246719160105,bus
4769889,10113,154,2007-05-01 10:15:07-03,39.146733333333295,117.202733333333,26.246719160105,bus
4769890,10113,154,2007-05-01 10:15:24-03,39.1466333333333,117.20251666666701,32.8083989501312,bus
4769891,10113,154,2007-05-01 10:15:49-03,39.14645,117.20206666666701,32.8083989501312,bus
4769892,10113,154,2007-05-01 10:16:53-03,39.14455,117.19821666666701,104.98687664042,bus
4769893,10113,154,2007-05-01 10:17:17-03,39.14415,117.197533333333,147.637795275591,bus
4769894,10113,154,2007-05-01 10:17:25-03,39.1438666666667,117.197016666667,144.356955380577,bus
4769895,10113,154,2007-05-01 10:17:33-03,39.1434166666667,117.1966,121.39107611548599,bus
4769896,10113,154,2007-05-01 10:18:02-03,39.141383333333295,117.19518333333299,75.4593175853018,bus
4769897,10113,154,2007-05-01 10:18:17-03,39.1404166666667,117.1946,62.3359580052493,bus
4769898,10113,154,2007-05-01 10:18:23-03,39.139816666666704,117.1943,62.3359580052493,bus
4769899,10113,154,2007-05-01 10:18:34-03,39.13895,117.193766666667,62.3359580052493,bus
4769900,10113,154,2007-05-01 10:19:48-03,39.1388,117.193683333333,55.774278215223106,bus
4769901,10113,154,2007-05-01 10:19:57-03,39.1384833333333,117.193583333333,55.774278215223106,bus
4769902,10113,154,2007-05-01 10:20:54-03,39.1380333333333,117.194133333333,55.774278215223106,bus
4769903,10113,154,2007-05-01 10:20:56-03,39.13685,117.1969,55.774278215223106,bus
4769904,10113,154,2007-05-01 10:21:01-03,39.13655,117.19696666666701,55.774278215223106,bus
4769905,10113,154,2007-05-01 10:21:05-03,39.1363833333333,117.197166666667,55.774278215223106,bus
4769906,10113,154,2007-05-01 10:21:11-03,39.1361666666667,117.19728333333299,55.774278215223106,bus
4769907,10113,154,2007-05-01 10:21:19-03,39.13585,117.197266666667,65.6167979002625,bus
4769908,10113,154,2007-05-01 10:22:09-03,39.1331666666667,117.19585,65.6167979002625,bus
4769909,10113,154,2007-05-01 10:22:23-03,39.133033333333294,117.19571666666701,190.288713910761,bus
4769910,10113,154,2007-05-01 10:22:43-03,39.1327333333333,117.1957,173.884514435696,bus
4769911,10113,154,2007-05-01 10:23:36-03,39.130416666666704,117.196133333333,91.86351706036741,bus
4769912,10113,154,2007-05-01 10:23:51-03,39.1288,117.197066666667,0.0,bus
4769913,10113,154,2007-05-01 10:23:56-03,39.128466666666704,117.1972,0.0,bus
4769914,10113,154,2007-05-01 10:24:29-03,39.1282166666667,117.19735,0.0,bus
4769915,10113,154,2007-05-01 10:24:41-03,39.12745,117.197833333333,0.0,bus
4769916,10113,154,2007-05-01 10:24:54-03,39.126833333333295,117.198483333333,0.0,bus
4769917,10113,154,2007-05-01 10:26:52-03,39.12425,117.203083333333,16.4041994750656,bus
4769918,10113,154,2007-05-01 10:26:58-03,39.1236833333333,117.20365,6.56167979002625,bus
4769919,10113,154,2007-05-01 10:27:25-03,39.1233166666667,117.2041,32.8083989501312,bus
4769920,10113,154,2007-05-01 10:27:31-03,39.123000000000005,117.204483333333,32.8083989501312,bus
4769921,10113,154,2007-05-01 10:27:44-03,39.1222,117.205366666667,32.8083989501312,bus
4769922,10113,154,2007-05-01 10:28:02-03,39.121616666666704,117.2059,32.8083989501312,bus
4769923,10113,154,2007-05-01 10:28:04-03,39.121233333333294,117.2054,32.8083989501312,bus
4769924,10113,154,2007-05-01 10:28:19-03,39.1208666666667,117.204816666667,32.8083989501312,bus
4769925,10113,154,2007-05-01 10:28:21-03,39.12045,117.204283333333,32.8083989501312,bus
4769926,10113,154,2007-05-01 10:28:29-03,39.1199,117.20466666666701,32.8083989501312,bus
4769927,10113,154,2007-05-01 10:28:40-03,39.1194666666667,117.204683333333,19.685039370078698,bus
4769928,10113,154,2007-05-01 10:28:56-03,39.1185,117.20505,9.842519685039369,bus
4769929,10113,154,2007-05-01 10:29:15-03,39.1183166666667,117.205133333333,0.0,bus
4769930,10113,154,2007-05-01 10:29:23-03,39.11805,117.205316666667,3.2808398950131203,bus
4769931,10113,154,2007-05-01 10:29:41-03,39.117566666666704,117.205633333333,16.4041994750656,bus
4769932,10113,154,2007-05-01 10:30:57-03,39.116266666666704,117.20645,62.3359580052493,bus
4769933,10113,154,2007-05-01 10:31:06-03,39.1159666666667,117.2066,78.740157480315,bus
4769934,10113,154,2007-05-01 10:31:15-03,39.11575,117.206233333333,75.4593175853018,bus
4769935,10113,154,2007-05-01 10:32:05-03,39.11555,117.20585,62.3359580052493,bus
4769936,10113,154,2007-05-01 10:32:12-03,39.115416666666704,117.20565,62.3359580052493,bus
4769937,10113,154,2007-05-01 10:32:20-03,39.1151833333333,117.205716666667,62.3359580052493,bus
4769938,10113,154,2007-05-01 10:32:43-03,39.114566666666704,117.20758333333299,62.3359580052493,bus
4769939,10113,154,2007-05-01 10:32:55-03,39.114433333333295,117.20795,68.8976377952756,bus
4769940,10113,154,2007-05-01 10:33:19-03,39.113516666666705,117.2096,65.6167979002625,bus
4769941,10113,154,2007-05-01 10:33:29-03,39.113066666666704,117.210283333333,65.6167979002625,bus
4769942,10113,154,2007-05-01 10:33:38-03,39.1123333333333,117.211083333333,65.6167979002625,bus
4769943,10113,154,2007-05-01 10:34:06-03,39.112083333333295,117.21235,65.6167979002625,bus
4769944,10113,154,2007-05-01 10:34:17-03,39.11195,117.212266666667,68.8976377952756,bus
4769945,10113,154,2007-05-01 10:34:42-03,39.112033333333294,117.211983333333,52.49343832021,bus
4769946,10113,154,2007-05-01 10:34:58-03,39.112066666666706,117.21183333333299,45.93175853018371,bus
4769947,10113,154,2007-05-01 10:35:13-03,39.11205,117.211666666667,0.0,bus
4769948,10113,154,2007-05-01 10:35:36-03,39.11195,117.211316666667,0.0,bus
4769949,10113,154,2007-05-01 10:35:59-03,39.11195,117.21098333333299,0.0,bus
4769950,10114,154,2007-05-01 10:36:17-03,39.111833333333294,117.210683333333,0.0,walk
4769951,10114,154,2007-05-01 10:36:37-03,39.1117166666667,117.210383333333,3.2808398950131203,walk
4769952,10114,154,2007-05-01 10:37:07-03,39.1115,117.20985,6.56167979002625,walk
4769953,10114,154,2007-05-01 10:37:21-03,39.11138333333329,117.209633333333,0.0,walk
4769954,10114,154,2007-05-01 10:37:48-03,39.1112833333333,117.20925,0.0,walk
4769955,10114,154,2007-05-01 10:38:02-03,39.1112,117.209033333333,0.0,walk
4769956,10114,154,2007-05-01 10:38:16-03,39.111183333333294,117.2088,0.0,walk
4769957,10114,154,2007-05-01 10:38:29-03,39.1111166666667,117.20856666666701,252.624671916011,walk
4769958,10114,154,2007-05-01 10:38:40-03,39.1111333333333,117.208366666667,203.412073490814,walk
4769959,10114,154,2007-05-01 10:38:50-03,39.11121666666671,117.208166666667,242.78215223097098,walk
4769960,10114,154,2007-05-01 10:39:05-03,39.1111,117.207966666667,206.69291338582698,walk
4769961,10114,154,2007-05-01 10:39:18-03,39.110966666666705,117.20775,164.041994750656,walk
4769962,10114,154,2007-05-01 10:39:29-03,39.1108833333333,117.20758333333299,147.637795275591,walk
4769963,10114,154,2007-05-01 10:39:41-03,39.1108333333333,117.207383333333,124.671916010499,walk
4769964,10114,154,2007-05-01 10:39:52-03,39.1107333333333,117.207233333333,101.706036745407,walk
4769965,10114,154,2007-05-01 10:40:01-03,39.11065,117.20705,72.1784776902887,walk
4769966,10114,154,2007-05-01 10:40:14-03,39.11065,117.20676666666701,49.2125984251968,walk
4769967,10114,154,2007-05-01 10:40:25-03,39.110583333333295,117.206566666667,42.650918635170605,walk
4769968,10114,154,2007-05-01 10:40:53-03,39.1106,117.2061,29.527559055118104,walk
4769969,10114,154,2007-05-01 10:41:06-03,39.1104666666667,117.20591666666701,3.2808398950131203,walk
4769970,10114,154,2007-05-01 10:41:15-03,39.11045,117.205716666667,0.0,walk
4769971,10114,154,2007-05-01 10:41:33-03,39.11036666666671,117.205416666667,0.0,walk
4769972,10114,154,2007-05-01 10:41:47-03,39.1102166666667,117.205233333333,0.0,walk
4769973,10114,154,2007-05-01 10:42:09-03,39.1100333333333,117.20495,3.2808398950131203,walk
4769974,10114,154,2007-05-01 10:42:21-03,39.109916666666706,117.204816666667,3.2808398950131203,walk
4769975,10114,154,2007-05-01 10:42:36-03,39.1097833333333,117.2047,6.56167979002625,walk
4769976,10114,154,2007-05-01 10:42:55-03,39.1096166666667,117.204566666667,0.0,walk
4769977,10114,154,2007-05-01 10:43:06-03,39.1095666666667,117.2044,62.3359580052493,walk
4769978,10114,154,2007-05-01 10:43:18-03,39.109466666666705,117.20418333333299,36.0892388451444,walk
4769979,10114,154,2007-05-01 10:43:26-03,39.109416666666704,117.20395,26.246719160105,walk
4769980,10114,154,2007-05-01 10:43:36-03,39.10935,117.20375,29.527559055118104,walk
4769981,10114,154,2007-05-01 10:43:52-03,39.109216666666704,117.2035,29.527559055118104,walk
4769982,10114,154,2007-05-01 10:44:08-03,39.109066666666706,117.203266666667,9.842519685039369,walk
4769983,10114,154,2007-05-01 10:44:26-03,39.108883333333296,117.20299999999999,0.0,walk
4769984,10114,154,2007-05-01 10:44:53-03,39.1087833333333,117.202616666667,0.0,walk
4769985,10114,154,2007-05-01 10:45:12-03,39.1086666666667,117.20235,0.0,walk
4769986,10114,154,2007-05-01 10:45:37-03,39.1085333333333,117.20205,0.0,walk
4769987,10114,154,2007-05-01 10:45:58-03,39.108433333333295,117.20175,0.0,walk
4769988,10114,154,2007-05-01 10:46:10-03,39.10835,117.20158333333299,0.0,walk
4769989,10114,154,2007-05-01 10:46:22-03,39.10825,117.20135,0.0,walk
4769990,10114,154,2007-05-01 10:46:39-03,39.108166666666705,117.201066666667,0.0,walk
4769991,10114,154,2007-05-01 10:46:57-03,39.1081166666667,117.2007,0.0,walk
4769992,10114,154,2007-05-01 10:47:14-03,39.1080666666667,117.20036666666701,0.0,walk
4769993,10114,154,2007-05-01 10:47:49-03,39.1079333333333,117.19985,3.2808398950131203,walk
4769994,10114,154,2007-05-01 10:48:05-03,39.1078,117.199633333333,0.0,walk
4769995,10114,154,2007-05-01 10:48:30-03,39.1076833333333,117.19925,42.650918635170605,walk
4769996,10114,154,2007-05-01 10:49:01-03,39.1074833333333,117.1993,52.49343832021,walk
4769997,10114,154,2007-05-01 10:49:18-03,39.1074833333333,117.1995,52.49343832021,walk
4769998,10114,154,2007-05-01 10:49:34-03,39.1071666666667,117.19943333333299,32.8083989501312,walk
4769999,10114,154,2007-05-01 10:49:51-03,39.1070333333333,117.199666666667,39.3700787401575,walk
4770000,10114,154,2007-05-01 10:50:01-03,39.1068333333333,117.199766666667,26.246719160105,walk
4770001,10114,154,2007-05-01 10:50:16-03,39.10665,117.199716666667,36.0892388451444,walk
4770002,10114,154,2007-05-01 10:50:33-03,39.1065,117.199583333333,32.8083989501312,walk
4770003,10114,154,2007-05-01 10:50:47-03,39.10635,117.19955,32.8083989501312,walk
4770004,10114,154,2007-05-01 10:51:02-03,39.1062,117.199766666667,114.829396325459,walk
4770005,10114,154,2007-05-01 10:51:21-03,39.106083333333295,117.200083333333,118.11023622047199,walk
4770006,10114,154,2007-05-01 10:51:41-03,39.1059666666667,117.200383333333,62.3359580052493,walk
4770007,10114,154,2007-05-01 10:52:06-03,39.105816666666705,117.20076666666701,85.30183727034121,walk
4770008,10114,154,2007-05-01 10:52:41-03,39.105616666666705,117.20125,124.671916010499,walk
4770009,10114,154,2007-05-01 10:52:59-03,39.1055333333333,117.201566666667,127.952755905512,walk
4770010,10114,154,2007-05-01 10:53:17-03,39.10545,117.201883333333,124.671916010499,walk
4770011,10114,154,2007-05-01 10:53:33-03,39.1053333333333,117.202183333333,52.49343832021,walk
4770012,10114,154,2007-05-01 10:53:43-03,39.105233333333295,117.20235,32.8083989501312,walk
4770013,10114,154,2007-05-01 10:54:05-03,39.1051,117.2027,42.650918635170605,walk
4770014,10114,154,2007-05-01 10:54:15-03,39.1050666666667,117.20288333333299,62.3359580052493,walk
4770015,10114,154,2007-05-01 10:54:34-03,39.1048166666667,117.202733333333,32.8083989501312,walk
4770016,10114,154,2007-05-01 10:54:46-03,39.1046833333333,117.202583333333,13.1233595800525,walk
4770017,10114,154,2007-05-01 10:55:02-03,39.1045,117.202366666667,6.56167979002625,walk
4770018,10114,154,2007-05-01 10:55:14-03,39.1044,117.202233333333,0.0,walk
4770019,10114,154,2007-05-01 10:55:30-03,39.1042166666667,117.20205,0.0,walk
4770020,10114,154,2007-05-01 10:55:47-03,39.104066666666704,117.201833333333,0.0,walk
4770021,10114,154,2007-05-01 10:56:15-03,39.103716666666706,117.20155,0.0,walk
4770022,10114,154,2007-05-01 10:56:23-03,39.103533333333296,117.2015,13.1233595800525,walk
4770023,10114,154,2007-05-01 10:56:38-03,39.1033666666667,117.20145,26.246719160105,walk
4770024,10114,154,2007-05-01 10:56:52-03,39.1032333333333,117.201533333333,26.246719160105,walk
4770025,10114,154,2007-05-01 10:57:06-03,39.1031,117.2017,13.1233595800525,walk
4770026,10114,154,2007-05-01 10:57:27-03,39.1029,117.20195,9.842519685039369,walk
4770027,10114,154,2007-05-01 10:57:41-03,39.1027333333333,117.202133333333,9.842519685039369,walk
4770028,10114,154,2007-05-01 10:57:51-03,39.1025333333333,117.202133333333,6.56167979002625,walk
4770029,10114,154,2007-05-01 10:58:07-03,39.10215,117.20166666666701,0.0,walk
4770030,10114,154,2007-05-01 10:58:20-03,39.10195,117.20155,0.0,walk
4770031,10114,154,2007-05-01 10:58:38-03,39.10175,117.2016,0.0,walk
4770032,10115,154,2007-05-01 15:30:56-03,39.106083333333295,117.206516666667,0.0,taxi
4770033,10115,154,2007-05-01 15:31:07-03,39.1068333333333,117.206383333333,0.0,taxi
4770034,10115,154,2007-05-01 15:31:32-03,39.109033333333294,117.205183333333,0.0,taxi
4770035,10115,154,2007-05-01 15:31:43-03,39.1099833333333,117.2043,0.0,taxi
4770036,10115,154,2007-05-01 15:31:49-03,39.1104666666667,117.203983333333,0.0,taxi
4770037,10115,154,2007-05-01 15:33:04-03,39.1155833333333,117.201966666667,16.4041994750656,taxi
4770038,10115,154,2007-05-01 15:33:11-03,39.11575,117.202333333333,16.4041994750656,taxi
4770039,10115,154,2007-05-01 15:33:34-03,39.1154333333333,117.20395,26.246719160105,taxi
4770040,10115,154,2007-05-01 15:33:51-03,39.1153,117.204816666667,26.246719160105,taxi
4770041,10115,154,2007-05-01 15:34:06-03,39.115666666666705,117.20585,22.965879265091896,taxi
4770042,10115,154,2007-05-01 15:34:33-03,39.11645,117.208216666667,22.965879265091896,taxi
4770043,10115,154,2007-05-01 15:35:56-03,39.11815,117.213116666667,26.246719160105,taxi
4770044,10115,154,2007-05-01 15:36:35-03,39.1198833333333,117.21666666666701,19.685039370078698,taxi
4770045,10115,154,2007-05-01 15:36:45-03,39.1205166666667,117.217283333333,32.8083989501312,taxi
4770046,10115,154,2007-05-01 15:37:00-03,39.1209166666667,117.218266666667,26.246719160105,taxi
4770047,10115,154,2007-05-01 15:37:08-03,39.1211,117.218416666667,26.246719160105,taxi
4770048,10115,154,2007-05-01 15:38:23-03,39.125116666666706,117.225516666667,49.2125984251968,taxi
4770049,10115,154,2007-05-01 15:38:31-03,39.1259,117.22615,52.49343832021,taxi
4770050,10115,154,2007-05-01 15:38:39-03,39.12665,117.2266,45.93175853018371,taxi
4770051,10115,154,2007-05-01 15:38:46-03,39.12743333333329,117.2267,32.8083989501312,taxi
4770052,10115,154,2007-05-01 15:38:54-03,39.128383333333296,117.22625,22.965879265091896,taxi
4770053,10115,154,2007-05-01 15:39:00-03,39.128966666666706,117.225833333333,22.965879265091896,taxi
4770054,10115,154,2007-05-01 15:39:05-03,39.1290166666667,117.225383333333,26.246719160105,taxi
4770055,10115,154,2007-05-01 15:39:17-03,39.1288666666667,117.224183333333,22.965879265091896,taxi
4770056,10115,154,2007-05-01 15:40:06-03,39.128916666666704,117.223266666667,9.842519685039369,taxi
4770057,10115,154,2007-05-01 15:40:26-03,39.1297,117.2209,3.2808398950131203,taxi
4770058,10115,154,2007-05-01 15:40:39-03,39.1305833333333,117.2194,0.0,taxi
4770059,10115,154,2007-05-01 15:40:59-03,39.1323166666667,117.2177,6.56167979002625,taxi
4770060,10115,154,2007-05-01 15:41:13-03,39.1325333333333,117.21755,3.2808398950131203,taxi
